incident_id,start_time,end_time,duration_minutes,alarm_points,direction,peak_severity,peak_anomaly_score,dominant_root_cause,mean_attribution_strength,max_attribution_strength,max_positive_deviation_kw,max_negative_deviation_kw,mean_abs_deviation_kw,peak_observed_kw,min_observed_kw,peak_forecast_kw
104,2020-09-03 09:30:00,2020-09-03 09:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.4831369905705185,UNEXPLAINED LOAD,,,12.263164520263672,12.263164520263672,12.263164520263672,38.39849090576172,38.39849090576172,26.135326385498047
105,2020-09-03 17:00:00,2020-09-03 17:00:00,15.0,1,HIGH_CONSUMPTION,HIGH,2.128467197736758,LIGHTING,54.2037076079124,54.2037076079124,17.599010467529297,17.599010467529297,17.599010467529297,55.01329803466797,55.01329803466797,37.41428756713867
106,2020-09-03 17:45:00,2020-09-03 17:45:00,15.0,1,HIGH_CONSUMPTION,CRITICAL,2.586006388435027,LIGHTING,48.56048696802549,48.56048696802549,21.382125854492188,21.382125854492188,21.382125854492188,60.972137451171875,60.972137451171875,39.59001159667969
107,2020-09-03 18:15:00,2020-09-03 18:15:00,15.0,1,LOW_CONSUMPTION,HIGH,2.3445865660166354,HVAC SOUTH,96.22223612014344,96.22223612014344,-19.385971069335938,-19.385971069335938,19.385971069335938,41.10517501831055,41.10517501831055,60.491146087646484
108,2020-09-03 19:30:00,2020-09-03 19:30:00,15.0,1,LOW_CONSUMPTION,HIGH,1.8478420289082798,HVAC SOUTH,88.39955018428579,88.39955018428579,-15.278690338134766,-15.278690338134766,15.278690338134766,36.92259216308594,36.92259216308594,52.2012825012207
109,2020-09-03 20:00:00,2020-09-03 20:00:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.8143552245767667,LIGHTING,79.38600594199345,79.38600594199345,15.001808166503906,15.001808166503906,15.001808166503906,53.066307067871094,53.066307067871094,38.06449890136719
110,2020-09-03 20:15:00,2020-09-03 20:30:00,30.0,2,LOW_CONSUMPTION,CRITICAL,2.6844797291639417,HVAC SOUTH,80.5772807247011,81.59462053062273,-20.04248809814453,-22.19634246826172,21.119415283203125,33.53094482421875,33.499961853027344,55.69630432128906
111,2020-09-03 21:30:00,2020-09-03 21:30:00,15.0,1,HIGH_CONSUMPTION,CRITICAL,3.333499883852927,LIGHTING,41.47898242965427,41.47898242965427,27.562698364257812,27.562698364257812,27.562698364257812,62.222747802734375,62.222747802734375,34.66004943847656
112,2020-09-03 22:00:00,2020-09-03 22:00:00,15.0,1,LOW_CONSUMPTION,CRITICAL,3.4789201713209694,HVAC SOUTH,86.2534233699507,86.2534233699507,-28.765090942382812,-28.765090942382812,28.765090942382812,30.80300521850586,30.80300521850586,59.56809616088867
113,2020-09-04 01:15:00,2020-09-04 01:30:00,30.0,2,HIGH_CONSUMPTION,WARNING,1.3173560174218302,LIGHTING,79.86649609708982,86.01322407314004,10.89242172241211,9.704715728759766,10.298568725585938,44.69932174682617,43.38837814331055,33.80690002441406
114,2020-09-04 01:45:00,2020-09-04 01:45:00,15.0,1,LOW_CONSUMPTION,WARNING,1.3059862916465688,HVAC SOUTH,94.46492150980892,94.46492150980892,-10.798412322998047,-10.798412322998047,10.798412322998047,32.88215637207031,32.88215637207031,43.68056869506836
115,2020-09-04 06:15:00,2020-09-04 06:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.108887823150107,UNEXPLAINED LOAD,,,9.168724060058594,9.168724060058594,9.168724060058594,41.36781311035156,41.36781311035156,32.19908905029297
116,2020-09-04 13:45:00,2020-09-04 14:00:00,30.0,2,HIGH_CONSUMPTION,HIGH,2.013268678513899,HVAC NORTH,85.6898845059984,90.09057187500694,16.646503448486328,12.631759643554688,14.639131546020508,51.09565353393555,46.72563171386719,34.44915008544922
117,2020-09-04 15:15:00,2020-09-04 15:30:00,30.0,2,LOW_CONSUMPTION,HIGH,1.532002728475825,HVAC SOUTH,89.99854823570259,92.97550567438108,-10.088600158691406,-12.667205810546875,11.37790298461914,39.89967346191406,35.82152557373047,49.98827362060547
118,2020-09-04 16:00:00,2020-09-04 16:15:00,30.0,2,HIGH_CONSUMPTION,WARNING,1.4289065727709278,LIGHTING,76.05806364428832,76.8387326689612,11.814765930175781,11.673969268798828,11.744367599487305,48.63346862792969,47.53307342529297,36.95949935913086
119,2020-09-04 17:15:00,2020-09-04 17:15:00,15.0,1,LOW_CONSUMPTION,HIGH,2.076962948968413,HVAC SOUTH,77.32638591568447,77.32638591568447,-17.173152923583984,-17.173152923583984,17.173152923583984,37.581966400146484,37.581966400146484,54.75511932373047
120,2020-09-04 18:00:00,2020-09-04 18:15:00,30.0,2,LOW_CONSUMPTION,HIGH,1.6147340462710562,HVAC SOUTH,92.06961455628925,93.89922250272886,-8.675308227539062,-13.351261138916016,11.013284683227539,40.57231140136719,37.136436462402344,53.9235725402832
121,2020-09-04 19:15:00,2020-09-04 19:15:00,15.0,1,LOW_CONSUMPTION,WARNING,1.1440585870287594,HVAC SOUTH,90.5967470285855,90.5967470285855,-9.459529876708984,-9.459529876708984,9.459529876708984,32.1623420715332,32.1623420715332,41.62187194824219
122,2020-09-04 20:30:00,2020-09-04 20:30:00,15.0,1,LOW_CONSUMPTION,HIGH,2.1200921518027247,HVAC SOUTH,80.86291496796294,80.86291496796294,-17.529762268066406,-17.529762268066406,17.529762268066406,35.79203414916992,35.79203414916992,53.32179641723633
123,2020-09-04 21:15:00,2020-09-04 21:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.3731975000813146,LIGHTING,91.50581601073476,91.50581601073476,11.354141235351562,11.354141235351562,11.354141235351562,46.63076400756836,46.63076400756836,35.2766227722168
124,2020-09-04 21:45:00,2020-09-04 21:45:00,15.0,1,LOW_CONSUMPTION,WARNING,1.3195571601613925,HVAC SOUTH,91.31300363813706,91.31300363813706,-10.910621643066406,-10.910621643066406,10.910621643066406,35.98297119140625,35.98297119140625,46.893592834472656
125,2020-09-04 22:00:00,2020-09-04 22:00:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.242711857681889,LIGHTING,62.70230443991417,62.70230443991417,10.27523422241211,10.27523422241211,10.27523422241211,45.51239776611328,45.51239776611328,35.23716354370117
126,2020-09-04 22:30:00,2020-09-04 22:45:00,30.0,2,LOW_CONSUMPTION,HIGH,1.5828993677308598,HVAC SOUTH,88.36172844965307,89.23873185559647,-10.964546203613281,-13.08803939819336,12.02629280090332,32.759944915771484,29.7730712890625,45.847984313964844
127,2020-09-05 14:45:00,2020-09-05 14:45:00,15.0,1,LOW_CONSUMPTION,WARNING,1.1944161285493196,HVAC SOUTH,94.02560123195414,94.02560123195414,-9.875905990600586,-9.875905990600586,9.875905990600586,26.381872177124023,26.381872177124023,36.25777816772461
128,2020-09-05 15:15:00,2020-09-05 15:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.021423656309854,UNEXPLAINED LOAD,,,8.445535659790039,8.445535659790039,8.445535659790039,35.69906234741211,35.69906234741211,27.25352668762207
129,2020-09-06 03:00:00,2020-09-06 03:00:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.4504997784324458,UNEXPLAINED LOAD,,,11.993307113647461,11.993307113647461,11.993307113647461,41.78063201904297,41.78063201904297,29.787324905395508
130,2020-09-06 17:45:00,2020-09-06 17:45:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.9480694557188996,LIGHTING,72.43581089889969,72.43581089889969,16.107410430908203,16.107410430908203,16.107410430908203,51.91606140136719,51.91606140136719,35.808650970458984
131,2020-09-06 19:15:00,2020-09-06 19:15:00,15.0,1,LOW_CONSUMPTION,HIGH,1.5881819257622973,HVAC SOUTH,92.26447635470927,92.26447635470927,-13.131717681884766,-13.131717681884766,13.131717681884766,36.292236328125,36.292236328125,49.423954010009766
132,2020-09-06 19:45:00,2020-09-06 19:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.1493845127855205,LIGHTING,69.53012241012199,69.53012241012199,9.50356674194336,9.50356674194336,9.50356674194336,47.39228439331055,47.39228439331055,37.88871765136719
133,2020-09-06 20:30:00,2020-09-06 20:45:00,30.0,2,LOW_CONSUMPTION,CRITICAL,3.0499912226492096,HVAC SOUTH,94.75240554005185,97.2053891638359,-14.526620864868164,-25.218536376953125,19.872578620910645,32.38514709472656,28.88524055480957,57.60368347167969
134,2020-09-06 21:30:00,2020-09-06 21:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.0175470891605831,HVAC SOUTH,95.3324513221424,95.3324513221424,-8.413482666015625,-8.413482666015625,8.413482666015625,26.677780151367188,26.677780151367188,35.09126281738281
135,2020-09-06 23:00:00,2020-09-06 23:45:00,60.0,3,HIGH_CONSUMPTION,WARNING,1.4135437867544356,HVAC NORTH,84.97348039969334,100.0,11.687740325927734,11.126712799072266,11.476359685262045,55.6881217956543,42.99864196777344,44.56140899658203
136,2020-09-07 00:15:00,2020-09-07 00:45:00,45.0,3,LOW_CONSUMPTION,HIGH,2.1077360409557415,HVAC SOUTH,92.85623422647878,98.10054395333108,-10.883201599121094,-17.427597045898438,13.488849639892578,45.87504196166992,33.07444763183594,56.758243560791016
137,2020-09-07 02:00:00,2020-09-07 02:00:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.5191585000395615,HVAC NORTH,89.89123756688275,89.89123756688275,12.561004638671875,12.561004638671875,12.561004638671875,46.88810348510742,46.88810348510742,34.32709884643555
138,2020-09-07 02:30:00,2020-09-07 02:30:00,15.0,1,LOW_CONSUMPTION,HIGH,1.793080125794085,HVAC SOUTH,92.42796609094974,92.42796609094974,-14.825897216796875,-14.825897216796875,14.825897216796875,32.34259033203125,32.34259033203125,47.168487548828125
139,2020-09-07 08:00:00,2020-09-07 08:00:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.4359792028689133,HVAC SOUTH,56.392684886656376,56.392684886656376,11.873245239257812,11.873245239257812,11.873245239257812,44.63080596923828,44.63080596923828,32.75756072998047
140,2020-09-07 08:30:00,2020-09-07 08:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.3873769008270087,HVAC SOUTH,87.17178530316272,87.17178530316272,-11.471382141113281,-11.471382141113281,11.471382141113281,32.95446014404297,32.95446014404297,44.42584228515625
141,2020-09-07 09:00:00,2020-09-07 09:00:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.5300387241492026,LIGHTING,43.10560706765852,43.10560706765852,12.65096664428711,12.65096664428711,12.65096664428711,46.258392333984375,46.258392333984375,33.607425689697266
142,2020-09-07 09:30:00,2020-09-07 09:30:00,15.0,1,LOW_CONSUMPTION,HIGH,1.8150638716629055,HVAC SOUTH,94.9382383477439,94.9382383477439,-15.007667541503906,-15.007667541503906,15.007667541503906,31.092506408691406,31.092506408691406,46.10017395019531
143,2020-09-07 13:30:00,2020-09-07 13:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.084314470448932,HVAC SOUTH,97.54075093654656,97.54075093654656,-8.96554183959961,-8.96554183959961,8.96554183959961,32.1514892578125,32.1514892578125,41.11703109741211
144,2020-09-07 22:00:00,2020-09-07 22:00:00,15.0,1,LOW_CONSUMPTION,HIGH,1.8089294146441275,HVAC SOUTH,84.08807578778585,84.08807578778585,-14.956945419311523,-14.956945419311523,14.956945419311523,19.097253799438477,19.097253799438477,34.05419921875
145,2020-09-07 22:30:00,2020-09-07 22:30:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.9053162602903193,UNEXPLAINED LOAD,,,15.753910064697266,15.753910064697266,15.753910064697266,36.70244216918945,36.70244216918945,20.948532104492188
146,2020-09-08 00:45:00,2020-09-08 00:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.066515940753228,UNEXPLAINED LOAD,,,8.818376541137695,8.818376541137695,8.818376541137695,40.38477325439453,40.38477325439453,31.566396713256836
147,2020-09-08 07:30:00,2020-09-08 07:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.1622721089471078,HVAC SOUTH,95.17189834566307,95.17189834566307,-9.610126495361328,-9.610126495361328,9.610126495361328,26.394458770751953,26.394458770751953,36.00458526611328
148,2020-09-08 12:00:00,2020-09-08 12:15:00,30.0,2,HIGH_CONSUMPTION,WARNING,1.3100665486972267,HVAC NORTH,83.24102330350695,87.23168533988621,10.832149505615234,10.102752685546875,10.467451095581055,48.401458740234375,45.671478271484375,38.2987060546875
149,2020-09-08 12:45:00,2020-09-08 12:45:00,15.0,1,LOW_CONSUMPTION,HIGH,1.7084558529243572,HVAC SOUTH,99.97910575215523,99.97910575215523,-14.126190185546875,-14.126190185546875,14.126190185546875,34.25172424316406,34.25172424316406,48.37791442871094
150,2020-09-08 13:30:00,2020-09-08 13:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.0440618396081587,HVAC SOUTH,95.70959499236594,95.70959499236594,-8.63271713256836,-8.63271713256836,8.63271713256836,31.816787719726562,31.816787719726562,40.44950485229492
151,2020-09-08 14:00:00,2020-09-08 14:15:00,30.0,2,HIGH_CONSUMPTION,WARNING,1.4458375172807698,LIGHTING,60.658771361457866,74.30080798119599,11.954757690429688,8.970062255859375,10.462409973144531,47.091644287109375,41.670326232910156,35.13688659667969
152,2020-09-08 14:45:00,2020-09-08 14:45:00,15.0,1,LOW_CONSUMPTION,HIGH,1.5221222688425269,HVAC SOUTH,86.62308699221914,86.62308699221914,-12.58551025390625,-12.58551025390625,12.58551025390625,34.984703063964844,34.984703063964844,47.570213317871094
153,2020-09-08 15:15:00,2020-09-08 15:30:00,30.0,2,HIGH_CONSUMPTION,WARNING,1.317375394490592,LIGHTING,75.01554971459447,83.01481689057577,10.892581939697266,8.925243377685547,9.908912658691406,47.18992233276367,44.886444091796875,36.297340393066406
154,2020-09-08 15:45:00,2020-09-08 16:00:00,30.0,2,LOW_CONSUMPTION,HIGH,1.5361106670532854,HVAC SOUTH,90.36100434004726,92.1744654508039,-8.81924819946289,-12.701171875,10.760210037231445,36.58824920654297,35.22919464111328,47.93036651611328
155,2020-09-08 16:30:00,2020-09-08 16:45:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.5980960645865383,UNEXPLAINED LOAD,62.14597897183714,62.14597897183714,13.213691711425781,13.02322769165039,13.118459701538086,49.51606750488281,48.28730773925781,36.30237579345703
156,2020-09-08 17:30:00,2020-09-08 17:30:00,15.0,1,LOW_CONSUMPTION,HIGH,2.4124436767434343,HVAC SOUTH,87.74267763459419,87.74267763459419,-19.947040557861328,-19.947040557861328,19.947040557861328,35.340965270996094,35.340965270996094,55.28800582885742
157,2020-09-08 18:00:00,2020-09-08 18:00:00,15.0,1,HIGH_CONSUMPTION,HIGH,2.3319001222831446,LIGHTING,73.54972851961918,73.54972851961918,19.28107452392578,19.28107452392578,19.28107452392578,56.029541015625,56.029541015625,36.74846649169922
158,2020-09-08 18:15:00,2020-09-08 18:30:00,30.0,2,LOW_CONSUMPTION,HIGH,1.9101628342746206,HVAC SOUTH,84.88019077307663,92.06599150896317,-9.378665924072266,-15.793983459472656,12.586324691772461,40.70270919799805,40.0723991394043,56.4966926574707
159,2020-09-08 19:15:00,2020-09-08 19:15:00,15.0,1,HIGH_CONSUMPTION,CRITICAL,2.7603935482665483,LIGHTING,65.99739044745785,65.99739044745785,22.82402801513672,22.82402801513672,22.82402801513672,60.52225875854492,60.52225875854492,37.6982307434082
160,2020-09-08 19:45:00,2020-09-08 20:00:00,30.0,2,LOW_CONSUMPTION,CRITICAL,3.286860663420085,HVAC SOUTH,83.19034105110381,88.23595001391533,-11.154533386230469,-27.177066802978516,19.165800094604492,38.4002571105957,33.656524658203125,60.83359146118164
161,2020-09-08 23:30:00,2020-09-08 23:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.121167809798384,LIGHTING,70.78984947383015,70.78984947383015,9.270259857177734,9.270259857177734,9.270259857177734,45.85497283935547,45.85497283935547,36.584712982177734
162,2020-09-09 00:00:00,2020-09-09 00:00:00,15.0,1,LOW_CONSUMPTION,HIGH,1.7481156377327816,HVAC SOUTH,95.71026499716557,95.71026499716557,-14.454113006591797,-14.454113006591797,14.454113006591797,31.05115509033203,31.05115509033203,45.50526809692383
163,2020-09-09 02:30:00,2020-09-09 02:45:00,30.0,2,HIGH_CONSUMPTION,WARNING,1.1325283083980446,UNEXPLAINED LOAD,,,9.364192962646484,9.151443481445312,9.257818222045898,42.17666244506836,41.01966857910156,33.02521896362305
164,2020-09-09 14:15:00,2020-09-09 14:15:00,15.0,1,LOW_CONSUMPTION,WARNING,1.1968562551369417,HVAC SOUTH,86.7824393407299,86.7824393407299,-9.896081924438477,-9.896081924438477,9.896081924438477,30.13958168029785,30.13958168029785,40.03566360473633
165,2020-09-09 15:15:00,2020-09-09 15:30:00,30.0,2,HIGH_CONSUMPTION,CRITICAL,2.5910102857633217,LIGHTING,61.24147827783787,65.456961158118,21.423500061035156,13.127445220947266,17.27547264099121,57.926780700683594,47.88911819458008,36.50328063964844
166,2020-09-09 15:45:00,2020-09-09 16:00:00,30.0,2,LOW_CONSUMPTION,HIGH,2.0287869424392637,HVAC SOUTH,77.71161895268062,81.50841325681206,-14.899112701416016,-16.77481460571289,15.836963653564453,39.089229583740234,34.00830841064453,55.864044189453125
167,2020-09-09 16:30:00,2020-09-09 16:30:00,15.0,1,HIGH_CONSUMPTION,HIGH,2.3598875299566022,LIGHTING,67.61037731553805,67.61037731553805,19.51248550415039,19.51248550415039,19.51248550415039,54.73318862915039,54.73318862915039,35.220703125
168,2020-09-09 17:00:00,2020-09-09 17:00:00,15.0,1,LOW_CONSUMPTION,HIGH,1.602450830111319,HVAC SOUTH,80.38719317999275,80.38719317999275,-13.249698638916016,-13.249698638916016,13.249698638916016,40.14747619628906,40.14747619628906,53.39717483520508
169,2020-09-09 17:15:00,2020-09-09 17:15:00,15.0,1,HIGH_CONSUMPTION,HIGH,2.459622225590141,HVAC NORTH,44.83511092992938,44.83511092992938,20.33713150024414,20.33713150024414,20.33713150024414,58.107173919677734,58.107173919677734,37.770042419433594
170,2020-09-09 19:15:00,2020-09-09 19:45:00,45.0,3,LOW_CONSUMPTION,HIGH,1.543328625166983,HVAC SOUTH,86.83105987023123,96.13727359776783,-9.202545166015625,-12.760852813720703,10.726917266845703,44.63648986816406,34.60045623779297,57.397342681884766
171,2020-09-09 20:15:00,2020-09-09 20:15:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.5771374579269628,HVAC NORTH,77.09890452348263,77.09890452348263,13.040397644042969,13.040397644042969,13.040397644042969,48.15636444091797,48.15636444091797,35.115966796875
172,2020-09-09 21:45:00,2020-09-09 21:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0289684871192089,LIGHTING,81.78348994037763,81.78348994037763,8.507919311523438,8.507919311523438,8.507919311523438,55.2720947265625,55.2720947265625,46.76417541503906
173,2020-09-09 22:30:00,2020-09-09 22:45:00,30.0,2,LOW_CONSUMPTION,HIGH,1.9960558437894533,HVAC SOUTH,94.46545332342,95.34611887073952,-8.330402374267578,-16.504180908203125,12.417291641235352,37.63852310180664,33.36524200439453,49.869422912597656
174,2020-09-09 23:15:00,2020-09-09 23:30:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.6180936609072942,UNEXPLAINED LOAD,60.74397222121816,60.74397222121816,13.379039764404297,9.53683853149414,11.457939147949219,50.70304489135742,49.9826545715332,40.44581604003906
175,2020-09-09 23:45:00,2020-09-10 00:00:00,30.0,2,LOW_CONSUMPTION,HIGH,1.6746783925614201,HVAC SOUTH,89.80787307051055,91.59182051306311,-12.361278533935547,-13.846904754638672,13.10409164428711,36.80778121948242,35.364524841308594,49.211429595947266
176,2020-09-10 05:00:00,2020-09-10 05:00:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.2746664895048951,UNEXPLAINED LOAD,,,10.539447784423828,10.539447784423828,10.539447784423828,39.372920989990234,39.372920989990234,28.833473205566406
177,2020-09-10 15:30:00,2020-09-10 15:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.4587066590911555,LIGHTING,73.74765237369526,73.74765237369526,12.061164855957031,12.061164855957031,12.061164855957031,47.41913604736328,47.41913604736328,35.35797119140625
178,2020-09-10 16:00:00,2020-09-10 16:00:00,15.0,1,LOW_CONSUMPTION,WARNING,1.2814775291745992,HVAC SOUTH,91.24297992572443,91.24297992572443,-10.59576416015625,-10.59576416015625,10.59576416015625,36.925865173339844,36.925865173339844,47.521629333496094
179,2020-09-10 16:30:00,2020-09-10 16:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0926650643676237,LIGHTING,67.68750032913756,67.68750032913756,9.034587860107422,9.034587860107422,9.034587860107422,47.06279754638672,47.06279754638672,38.0282096862793
180,2020-09-10 17:00:00,2020-09-10 17:00:00,15.0,1,LOW_CONSUMPTION,HIGH,1.7688472558725783,HVAC SOUTH,78.32601944649092,78.32601944649092,-14.625530242919922,-14.625530242919922,14.625530242919922,32.95966339111328,32.95966339111328,47.5851936340332
181,2020-09-10 18:00:00,2020-09-10 18:15:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.689904616379021,LIGHTING,58.05733058396481,59.42074916408934,13.972801208496094,12.475101470947266,13.22395133972168,56.24064636230469,53.27198791503906,42.267845153808594
182,2020-09-10 18:45:00,2020-09-10 18:45:00,15.0,1,LOW_CONSUMPTION,WARNING,1.3554296507444832,HVAC SOUTH,100.0,100.0,-11.207229614257812,-11.207229614257812,11.207229614257812,44.875526428222656,44.875526428222656,56.08275604248047
183,2020-09-10 19:15:00,2020-09-10 19:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.2038340760056294,LIGHTING,79.72024780361104,79.72024780361104,9.953777313232422,9.953777313232422,9.953777313232422,55.57179260253906,55.57179260253906,45.61801528930664
184,2020-09-10 20:30:00,2020-09-10 20:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.4016518028401708,HVAC SOUTH,97.70799826272871,97.70799826272871,-11.589412689208984,-11.589412689208984,11.589412689208984,41.374107360839844,41.374107360839844,52.96352005004883
185,2020-09-10 21:00:00,2020-09-10 21:00:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.3933593401277642,LIGHTING,70.7126987256231,70.7126987256231,11.52084732055664,11.52084732055664,11.52084732055664,53.130977630615234,53.130977630615234,41.610130310058594
186,2020-09-10 21:45:00,2020-09-10 21:45:00,15.0,1,LOW_CONSUMPTION,HIGH,1.5128415756232785,HVAC SOUTH,89.6969882577753,89.6969882577753,-12.508773803710938,-12.508773803710938,12.508773803710938,37.28516387939453,37.28516387939453,49.79393768310547
187,2020-09-10 22:15:00,2020-09-10 22:15:00,15.0,1,HIGH_CONSUMPTION,HIGH,2.0655281716051666,LIGHTING,74.39950626061716,74.39950626061716,17.07860565185547,17.07860565185547,17.07860565185547,54.444244384765625,54.444244384765625,37.365638732910156
188,2020-09-10 22:45:00,2020-09-10 23:00:00,30.0,2,LOW_CONSUMPTION,CRITICAL,2.769154982178864,HVAC SOUTH,90.49631645030115,90.63578834441408,-15.537425994873047,-22.89647102355957,19.21694850921631,34.791053771972656,30.38014793395996,53.27661895751953
189,2020-09-11 02:00:00,2020-09-11 02:00:00,15.0,1,HIGH_CONSUMPTION,CRITICAL,2.6062821841001464,LIGHTING,66.03532058274627,66.03532058274627,21.549774169921875,21.549774169921875,21.549774169921875,54.93595886230469,54.93595886230469,33.38618469238281
190,2020-09-11 02:15:00,2020-09-11 02:30:00,30.0,2,LOW_CONSUMPTION,HIGH,2.0071432179913313,HVAC SOUTH,97.45631301317334,98.03139122964318,-8.287681579589844,-16.595855712890625,12.441768646240234,33.545318603515625,29.149940490722656,50.14117431640625
191,2020-09-11 14:45:00,2020-09-11 15:00:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.5757829085487707,HVAC NORTH,96.21120514168706,97.31502914890619,13.029197692871094,10.195575714111328,11.612386703491211,47.058956146240234,46.79246520996094,36.863380432128906
192,2020-09-11 16:00:00,2020-09-11 16:00:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.738085236495971,HVAC NORTH,81.88295054034496,81.88295054034496,14.371177673339844,14.371177673339844,14.371177673339844,59.84990692138672,59.84990692138672,45.478729248046875
193,2020-09-11 18:00:00,2020-09-11 18:45:00,60.0,3,LOW_CONSUMPTION,WARNING,1.2695620159625525,HVAC SOUTH,97.47600789948143,100.0,-9.085060119628906,-10.497241973876953,9.836837768554688,56.7322998046875,47.4876594543457,65.8173599243164
194,2020-09-11 19:30:00,2020-09-11 19:45:00,30.0,2,LOW_CONSUMPTION,WARNING,1.2942816193969995,HVAC SOUTH,69.6329624874129,69.65366960028106,-9.001823425292969,-10.70163345336914,9.851728439331055,42.32680130004883,40.987586975097656,51.6892204284668
195,2020-09-11 21:00:00,2020-09-11 21:15:00,30.0,2,HIGH_CONSUMPTION,CRITICAL,3.228861405746362,HVAC SOUTH,59.35143187751665,66.6397388893881,26.697505950927734,15.990470886230469,21.3439884185791,63.4369010925293,62.29071807861328,46.30024719238281
196,2020-09-14 15:45:00,2020-09-14 15:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.4265850153897754,LIGHTING,45.62105212567353,45.62105212567353,11.795570373535156,11.795570373535156,11.795570373535156,58.57208251953125,58.57208251953125,46.776512145996094
197,2020-09-14 16:15:00,2020-09-14 16:15:00,15.0,1,LOW_CONSUMPTION,HIGH,1.7158957246112534,UNEXPLAINED LOAD,,,-14.187705993652344,-14.187705993652344,14.187705993652344,44.369266510009766,44.369266510009766,58.55697250366211
198,2020-09-14 19:00:00,2020-09-14 19:15:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.6114404059403633,HVAC SOUTH,88.5574491205227,89.10691052168237,13.324028015136719,9.1375732421875,11.23080062866211,61.8892707824707,56.815895080566406,48.565242767333984
199,2020-09-15 15:30:00,2020-09-15 15:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.0024062167172894,UNEXPLAINED LOAD,,,-8.288291931152344,-8.288291931152344,8.288291931152344,50.602535247802734,50.602535247802734,58.89082717895508
200,2020-09-15 16:00:00,2020-09-15 16:30:00,45.0,3,HIGH_CONSUMPTION,WARNING,1.1833442098665727,HVAC SOUTH,54.493715816082954,65.9731566847005,9.784358978271484,8.408153533935547,9.175131479899088,69.51911926269531,61.234588623046875,61.110965728759766
201,2020-09-16 14:45:00,2020-09-16 15:00:00,30.0,2,LOW_CONSUMPTION,HIGH,1.8021352145698948,HVAC SOUTH,93.5214092776456,98.40713501678636,-12.52874755859375,-14.900768280029297,13.714757919311523,40.93352508544922,40.333763122558594,55.834293365478516
202,2020-09-16 22:15:00,2020-09-16 22:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0208877880868397,HVAC SOUTH,59.57664429081869,59.57664429081869,8.441104888916016,8.441104888916016,8.441104888916016,66.55493927001953,66.55493927001953,58.113834381103516
203,2020-09-17 02:00:00,2020-09-17 02:30:00,45.0,3,LOW_CONSUMPTION,WARNING,1.4146086028187637,HVAC SOUTH,97.88694744778036,100.0,-8.957683563232422,-11.696544647216797,10.395140329996744,49.58968734741211,39.462520599365234,61.286231994628906
204,2020-09-17 14:45:00,2020-09-17 15:00:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.650681738335293,HVAC NORTH,92.04069501010231,92.54637846782771,13.648490905761719,11.438621520996094,12.543556213378906,55.778018951416016,54.310340881347656,44.33939743041992
205,2020-09-17 15:45:00,2020-09-17 16:15:00,45.0,3,LOW_CONSUMPTION,WARNING,1.1537932572875655,HVAC SOUTH,98.75094090595262,99.72035120886204,-8.492931365966797,-9.540019989013672,9.158634185791016,50.15201187133789,41.98828125,59.69203186035156
206,2020-09-17 18:15:00,2020-09-17 18:30:00,30.0,2,LOW_CONSUMPTION,HIGH,1.749584142729643,HVAC SOUTH,84.5891968924955,85.87530122104495,-9.412117004394531,-14.466255187988281,11.939186096191406,35.76691436767578,34.66912841796875,50.23316955566406
